ano,periodo,cursoNome,cursoCodigo,turno,polo,ingressantes,cancelados
1970,1,Química - Atribuições Tecnológicas,3104010100,Integral,Cidade Universitária,3,0
1970,1,Serviço Social,3306010000,Integral,Praia Vermelha,5,0
1970,2,Administracao,3407019900,Noite,Praia Vermelha,5,0
1970,2,Bac em Letras: Português-Inglês,3204010700,Integral,Cidade Universitária,2,0
1970,2,Ciências Econômicas,3406019900,Integral,Praia Vermelha,6,0
1970,2,Comunicação Social - Jornalismo,3303010100,Integral,Praia Vermelha,1,0
1970,2,Engenharia Civil,3601010100,Integral,Cidade Universitária,33,0
1970,2,Engenharia Eletrica: Enfase em Eletrotecnica,3601010200,Integral,Cidade Universitária,1,0
1970,2,Engenharia Metalúrgica,3601010500,Integral,Cidade Universitária,2,0
1970,2,Engenharia Naval,3601010600,Integral,Cidade Universitária,1,0
1970,2,FEA - Ciclo Básico,3402029700,,,1,0
1970,2,Física,3103010100,Integral,Cidade Universitária,6,0
1970,2,Formação de Psicólogo,3302010200,Integral,Praia Vermelha,1,0
1970,2,História,3301030100,Integral,LARGO SÃO FRANCISCO,1,0
1970,2,Licenciatura em Ed. Artistica:Hab Artes Plast,3202079700,Integral,Escola de Música,1,0
1970,2,Licenciatura em Educação Física,3518010200,Integral,Cidade Universitária,4,0
1970,2,Licenciatura em Matemática,3101010200,Noite,Cidade Universitária,1,0
1971,1,Administracao,3407019900,Integral,Praia Vermelha,1,0
1971,1,Administracao,3407019900,Noite,Praia Vermelha,49,0
1971,1,Arquitetura e Urbanismo,3201010000,Integral,Cidade Universitária,101,1
1971,1,Artes Cênicas - Cenografia,3202050200,Integral,Cidade Universitária,2,0
1971,1,Astronomia,3108010100,Integral,Cidade Universitária,2,0
1971,1,Astronomia,3108010100,Integral,Observatório do Valongo,23,0
1971,1,Bac em Letras: Português-Alemão,3204010800,Integral,Cidade Universitária,21,0
1971,1,Bac em Letras: Português-Árabe,3204011000,Integral,Cidade Universitária,9,1
1971,1,Bac em Letras: Português-Espanhol,3204010500,,,1,0
1971,1,Bac em Letras: Português-Espanhol,3204010500,Integral,Cidade Universitária,20,2
1971,1,Bac em Letras: Português-Francês,3204010600,,,1,0
1971,1,Bac em Letras: Português-Francês,3204010600,Integral,Cidade Universitária,34,1
1971,1,Bac em Letras: Português-Grego,3204010300,Integral,Cidade Universitária,9,0
1971,1,Bac em Letras: Português-Hebraico,3204010400,Integral,Cidade Universitária,17,1
1971,1,Bac em Letras: Português-Inglês,3204010700,Integral,Cidade Universitária,78,5
1971,1,Bac em Letras: Português-Italiano,3204011100,Integral,Cidade Universitária,15,0
1971,1,Bac em Letras: Português-Latim,3204010200,Integral,Cidade Universitária,12,1
1971,1,Bac em Letras: Português-Latim,3204010200,Integral,Praia Vermelha,1,0
1971,1,Bac em Letras: Português-Lit. de Língua Port.,3204010100,,,1,0
1971,1,Bac em Letras: Português-Lit. de Língua Port.,3204010100,Integral,Cidade Universitária,156,28
1971,1,Bac em Letras: Português-Lit. de Língua Port.,3204010100,Integral,Praia Vermelha,5,0
1971,1,Bac em Letras: Português-Russo,3204010900,,,1,0
1971,1,Bac em Letras: Português-Russo,3204010900,Integral,Cidade Universitária,8,1
1971,1,Bacharelado em Informática,3101020000,Integral,Cidade Universitária,9,0
1971,1,Bacharelado em Psicologia,3302010100,Integral,Praia Vermelha,50,2
1971,1,Basico,3202990000,Integral,Cidade Universitária,1,0
1971,1,Biologo,3519019600,,,14,0
1971,1,Biologo,3519019600,Integral,Cidade Universitária,1,0
1971,1,Ciências Atuariais,3101030000,Integral,Cidade Universitária,1,0
1971,1,Ciências Atuariais,3407098000,,,3,0
1971,1,Ciências Biológicas (Básico),3519010000,Integral,Cidade Universitária,56,4
1971,1,Ciências Contábeis,3407029900,,,2,0
1971,1,Ciências Contábeis,3407029900,Noite,Praia Vermelha,10,0
1971,1,Ciências Econômicas,3406019900,,,1,0
1971,1,Ciências Econômicas,3406019900,Integral,LARGO SÃO FRANCISCO,1,0
1971,1,Ciências Econômicas,3406019900,Integral,Praia Vermelha,66,0
1971,1,Ciências Estatísticas,3407099000,,,10,0
1971,1,Ciências Sociais,3301010100,Integral,LARGO SÃO FRANCISCO,96,29
1971,1,Ciências Sociais,3301010100,Integral,Praia Vermelha,4,0
1971,1,Composição de Interior,3202060000,Integral,Cidade Universitária,7,0
1971,1,Composição Paisagística,3202040000,Integral,Cidade Universitária,2,0
1971,1,Comunicação Social (Básico),3303010000,Integral,Praia Vermelha,11,0
1971,1,Comunicacao Social - Comun. e Editoracao,3303019700,,,7,0
1971,1,Comunicacao Social - Hab. Rel. Public. e P&P,3303019800,,,17,1
1971,1,Comunicação Social - Jornalismo,3303010100,Integral,Praia Vermelha,16,0
1971,1,Comunicação Social - Jornalismo,3303010100,Tarde,Faculdade de Direito,1,0
1971,1,Comunicacao Visual,3202089800,,,3,0
1971,1,Comunicacao Visual,3202089800,Integral,Cidade Universitária,27,1
1971,1,Desenho Industrial,3202089900,,,3,0
1971,1,Desenho Industrial,3202089900,Integral,Cidade Universitária,13,0
1971,1,Desenho Industrial,3202089900,Integral,Praia Vermelha,1,0
1971,1,Direito,3401010000,Integral,Cidade Universitária,1,0
1971,1,Direito,3401010000,Tarde,Faculdade de Direito,311,9
1971,1,Enfermagem e Obstetrícia (Básico),3504010000,Integral,Cidade Universitária,1,0
1971,1,Enfermagem e Obstetricia:Hab Enfermeiro,3504019900,,,78,1
1971,1,Enfermagem e Obstetricia:Hab Enfermeiro,3504019900,Integral,Cidade Universitária,1,0
1971,1,Enfermagem e Obstetricia:Hab Saude Publica,3504019800,,,1,0
1971,1,Enfermagem e Obstetricia:Hab Saude Publica,3504019800,Integral,Praia Vermelha,1,0
1971,1,Engenharia (Básico),3601010000,Integral,Cidade Universitária,78,11
1971,1,Engenharia Civil,3601010100,Integral,Cidade Universitária,156,24
1971,1,Engenharia Civil,3601010100,Noite,Cidade Universitária,1,0
1971,1,Engenharia de Produção,3601010700,Integral,Cidade Universitária,53,0
1971,1,Engenharia Elétrica: Ênfase em Eletrônica,3601010300,Integral,Cidade Universitária,68,0
1971,1,Engenharia Eletrica: Enfase em Eletrotecnica,3601010200,Integral,Cidade Universitária,67,0
1971,1,Engenharia Mecânica,3601010400,Integral,Cidade Universitária,47,0
1971,1,Engenharia Metalúrgica,3601010500,Integral,Cidade Universitária,15,0
1971,1,Engenharia Naval,3601010600,Integral,Cidade Universitária,28,0
1971,1,Engenharia Química,3602010100,Integral,Cidade Universitária,173,3
1971,1,Engenharia Química,3602010100,Noite,Cidade Universitária,5,0
1971,1,Escultura,3202030000,Integral,Cidade Universitária,1,1
1971,1,Estatística,3101040000,Integral,Cidade Universitária,1,0
1971,1,Farmaceutico Bioquimico,3503010200,,,32,0
1971,1,Farmácia - Farmacêutico,3503010000,Integral,Cidade Universitária,79,3
1971,1,Farmácia - Farmacêutico Industrial,3503010100,Integral,Cidade Universitária,25,0
1971,1,FEA - Ciclo Básico,3402029700,,,51,0
1971,1,Filosofia,3301020100,Integral,LARGO SÃO FRANCISCO,39,1
1971,1,Física,3103010100,Integral,Cidade Universitária,78,0
1971,1,Física,3103010100,Integral,Observatório do Valongo,1,0
1971,1,Fisico Tecnologo,3103019800,,,2,0
1971,1,Fisico Tecnologo,3103019800,Integral,Cidade Universitária,1,0
1971,1,Formação de Psicólogo,3302010200,Integral,Praia Vermelha,68,0
1971,1,Geografia,3105010100,Integral,Cidade Universitária,24,0
1971,1,Geologia,3105030000,Integral,Cidade Universitária,43,1
1971,1,Gravura,3202010000,Integral,Cidade Universitária,2,0
1971,1,História,3301030100,Integral,LARGO SÃO FRANCISCO,71,1
1971,1,História,3301030100,Integral,Praia Vermelha,1,0
1971,1,Lic em Letras: Português-Inglês,3304030700,Integral,Praia Vermelha,1,0
1971,1,Lic em Musica-Instrumento: Piano,3304020100,Integral,Praia Vermelha,1,0
1971,1,Lic em Musica: Composicao,3304021300,,,1,0
1971,1,Licenciatura (Complementacao Pedagogica),3304019800,,,173,0
1971,1,Licenciatura (Complementacao Pedagogica),3304019800,Integral,Praia Vermelha,2,0
1971,1,Licenciatura (Complementacao Pedagogica),3304019800,Tarde,Faculdade de Direito,2,0
1971,1,Licenciatura em Ciências Biológicas,3519010200,Integral,Cidade Universitária,12,0
1971,1,Licenciatura em Ciências Sociais,3304040000,Integral,Praia Vermelha,1,0
1971,1,Licenciatura em Desenho e Plástica,3202980300,Integral,Cidade Universitária,4,0
1971,1,Licenciatura em Educação Física,3518010200,Integral,Cidade Universitária,123,0
1971,1,Licenciatura em Física,3103010200,Integral,Cidade Universitária,20,0
1971,1,Licenciatura em Física,3103010200,Noite,Cidade Universitária,11,0
1971,1,Licenciatura em Geografia,3105010200,Integral,Cidade Universitária,24,2
1971,1,Licenciatura em História,3304060000,Integral,Praia Vermelha,1,0
1971,1,Licenciatura em Matemática,3101010200,Integral,Cidade Universitária,1,0
1971,1,Licenciatura em Matemática,3101010200,Noite,Cidade Universitária,10,0
1971,1,Licenciatura em Música,3203019900,Integral,Escola de Música,11,1
1971,1,Licenciatura em Química,3104010200,Noite,Cidade Universitária,7,0
1971,1,Matemática,3101010100,Integral,Cidade Universitária,109,1
1971,1,Medicina,3501010000,,,1,0
1971,1,Medicina,3501010000,Integral,Cidade Universitária,336,0
1971,1,Medicina,3501010000,Integral,Praia Vermelha,1,0
1971,1,Meteorologia,3105040000,Integral,Cidade Universitária,31,3
1971,1,Música - Canto,3203010300,Integral,Escola de Música,11,0
1971,1,Musica - Clarineta,3203010400,Integral,Escola de Música,1,0
1971,1,Música - Composição,3203011300,Integral,Cidade Universitária,1,0
1971,1,Música - Composição,3203011300,Integral,Escola de Música,2,0
1971,1,Música - Harpa,3203011100,Integral,Escola de Música,2,0
1971,1,Música - Oboé,3203011600,Integral,Escola de Música,1,0
1971,1,Música - Piano,3203010100,Integral,Cidade Universitária,1,0
1971,1,Música - Piano,3203010100,Integral,Escola de Música,16,0
1971,1,Música - Piano,3203010100,Integral,Praia Vermelha,1,0
1971,1,Música - Regência,3203011500,Integral,Escola de Música,1,0
1971,1,Música - Trompete,3203010500,Integral,Escola de Música,1,1
1971,1,Música - Violino,3203010200,Integral,Escola de Música,3,0
1971,1,Nutrição,3507010000,Integral,Cidade Universitária,41,0
1971,1,Odontologia,3502010000,Integral,Cidade Universitária,68,0
1971,1,Pedagogia - Hab. Mag. em Mat. Pedag. do 2 Gr,3304010400,,,4,0
1971,1,Pedagogia - Hab. Mag. em Mat. Pedag. do 2 Gr,3304010400,Integral,Cidade Universitária,1,0
1971,1,Pedagogia - Hab. Mag. em Mat. Pedag. do 2 Gr,3304010400,Integral,Praia Vermelha,61,5
1971,1,Pedagogia - Hab. Orientação Educacional,3304010700,Integral,Praia Vermelha,1,0
1971,1,Pintura,3202020000,,,0,1
1971,1,Pintura,3202020000,Integral,Cidade Universitária,11,0
1971,1,Química - Atribuições Tecnológicas,3104010100,Integral,Cidade Universitária,79,1
1971,1,Química - Atribuições Tecnológicas,3104010100,Noite,Cidade Universitária,2,0
1971,1,Serviço Social,3306010000,,,3,0
1971,1,Serviço Social,3306010000,Integral,Cidade Universitária,1,0
1971,1,Serviço Social,3306010000,Integral,Praia Vermelha,93,43
1971,1,"Tapecaria, Tecelagem e Estamparia",3202990100,Integral,Cidade Universitária,1,0
1971,2,Administracao,3407019900,Noite,Praia Vermelha,63,0
1971,2,Arquitetura e Urbanismo,3201010000,Integral,Cidade Universitária,78,0
1971,2,Artes Cênicas - Cenografia,3202050200,Integral,Cidade Universitária,1,0
1971,2,Bac em Letras: Português-Inglês,3204010700,Integral,Cidade Universitária,1,0
1971,2,Ciências Atuariais,3407098000,,,1,0
1971,2,Ciências Contábeis,3407029900,Noite,Praia Vermelha,6,0
1971,2,Ciências Econômicas,3406019900,,,1,0
1971,2,Ciências Econômicas,3406019900,Integral,LARGO SÃO FRANCISCO,1,0
1971,2,Ciências Econômicas,3406019900,Integral,Praia Vermelha,57,0
1971,2,Ciências Sociais,3301010100,Integral,LARGO SÃO FRANCISCO,2,0
1971,2,Comunicação Social (Básico),3303010000,Integral,Praia Vermelha,17,0
1971,2,Comunicacao Social - Comun. e Editoracao,3303019700,,,10,0
1971,2,Comunicacao Social - Hab. Rel. Public. e P&P,3303019800,,,14,0
1971,2,Comunicação Social - Jornalismo,3303010100,Integral,LARGO SÃO FRANCISCO,1,0
1971,2,Comunicação Social - Jornalismo,3303010100,Integral,Praia Vermelha,15,0
1971,2,Comunicacao Visual,3202089800,,,1,0
1971,2,Direito,3401010000,Tarde,Faculdade de Direito,10,0
1971,2,Enfermagem e Obstetricia:Hab Enfermeiro,3504019900,,,0,2
1971,2,Engenharia (Básico),3601010000,Integral,Cidade Universitária,1,1
1971,2,Engenharia Civil,3601010100,Integral,Cidade Universitária,1,0
1971,2,Engenharia de Produção,3601010700,Integral,Cidade Universitária,2,0
1971,2,Engenharia Química,3602010100,Integral,Cidade Universitária,0,2
1971,2,FEA - Ciclo Básico,3402029700,,,24,0
1971,2,Física,3103010100,Integral,Cidade Universitária,1,0
1971,2,Geografia,3105010100,Integral,Cidade Universitária,1,0
1971,2,História,3301030100,Integral,LARGO SÃO FRANCISCO,1,0
1971,2,Licenciatura em Educação Física,3518010200,Integral,Cidade Universitária,107,2
1971,2,Licenciatura em Música,3203019900,Integral,Escola de Música,1,0
1971,2,Música - Composição,3203011300,Integral,Escola de Música,1,0
1971,2,Odontologia,3502010000,Integral,Cidade Universitária,0,1
1971,2,Pintura,3202020000,Integral,Cidade Universitária,0,1
1972,1,Administracao,3407019900,Integral,LARGO SÃO FRANCISCO,1,0
1972,1,Administracao,3407019900,Noite,Praia Vermelha,56,0
1972,1,Arquitetura e Urbanismo,3201010000,,,1,0
1972,1,Arquitetura e Urbanismo,3201010000,Integral,Cidade Universitária,123,2
1972,1,Artes Cênicas - Cenografia,3202050200,Integral,Cidade Universitária,13,0
1972,1,Astronomia,3108010100,Integral,Observatório do Valongo,28,1
1972,1,Bac em Letras: Português-Alemão,3204010800,Integral,Cidade Universitária,13,0
1972,1,Bac em Letras: Português-Alemão,3204010800,Integral,Praia Vermelha,1,0
1972,1,Bac em Letras: Português-Árabe,3204011000,Integral,Cidade Universitária,7,0
1972,1,Bac em Letras: Português-Espanhol,3204010500,Integral,Cidade Universitária,11,0
1972,1,Bac em Letras: Português-Francês,3204010600,Integral,Cidade Universitária,71,0
1972,1,Bac em Letras: Português-Francês,3204010600,Integral,LARGO SÃO FRANCISCO,1,0
1972,1,Bac em Letras: Português-Francês,3204010600,Noite,Praia Vermelha,1,0
1972,1,Bac em Letras: Português-Francês,3204010600,Tarde,Faculdade de Direito,1,0
1972,1,Bac em Letras: Português-Grego,3204010300,Integral,Cidade Universitária,16,0
1972,1,Bac em Letras: Português-Hebraico,3204010400,,,1,0
1972,1,Bac em Letras: Português-Hebraico,3204010400,Integral,Cidade Universitária,11,0
1972,1,Bac em Letras: Português-Inglês,3204010700,,,1,0
1972,1,Bac em Letras: Português-Inglês,3204010700,Integral,Cidade Universitária,83,1
1972,1,Bac em Letras: Português-Inglês,3204010700,Integral,Praia Vermelha,2,0
1972,1,Bac em Letras: Português-Italiano,3204011100,Integral,Cidade Universitária,9,0
1972,1,Bac em Letras: Português-Latim,3204010200,Integral,Cidade Universitária,39,0
1972,1,Bac em Letras: Português-Latim,3204010200,Integral,Praia Vermelha,3,0
1972,1,Bac em Letras: Português-Lit. de Língua Port.,3204010100,,,1,0
1972,1,Bac em Letras: Português-Lit. de Língua Port.,3204010100,Integral,Cidade Universitária,118,0
1972,1,Bac em Letras: Português-Lit. de Língua Port.,3204010100,Integral,Praia Vermelha,6,0
1972,1,Bac em Letras: Português-Russo,3204010900,Integral,Cidade Universitária,7,0
1972,1,Bac em Letras: Português-Russo,3204010900,Integral,Praia Vermelha,2,0
1972,1,Bacharelado em Informática,3101020000,Integral,Cidade Universitária,7,0
1972,1,Bacharelado em Psicologia,3302010100,Integral,Praia Vermelha,61,0
1972,1,Biologo,3519019600,,,27,0
1972,1,Ciências Atuariais,3407098000,,,12,0
1972,1,Ciências Biológicas (Básico),3519010000,Integral,Cidade Universitária,8,2
1972,1,Ciências Biológicas - Biologia Marinha,3519010300,Integral,Cidade Universitária,1,0
1972,1,Ciências Contábeis,3407029900,Noite,Praia Vermelha,13,0
1972,1,Ciências Contábeis,3407029900,Tarde,Faculdade de Direito,1,0
1972,1,Ciências Econômicas,3406019900,,,1,0
1972,1,Ciências Econômicas,3406019900,Integral,Praia Vermelha,62,0
1972,1,Ciências Estatísticas,3407099000,,,13,0
1972,1,Ciências Sociais,3301010100,Integral,LARGO SÃO FRANCISCO,95,0
1972,1,Ciências Sociais,3301010100,Integral,Praia Vermelha,4,0
1972,1,Composição de Interior,3202060000,,,1,0
1972,1,Composição de Interior,3202060000,Integral,Cidade Universitária,54,0
1972,1,Composição Paisagística,3202040000,Integral,Cidade Universitária,21,0
1972,1,Comunicação Social (Básico),3303010000,Integral,Praia Vermelha,8,0
1972,1,Comunicacao Social - Comun. e Editoracao,3303019700,,,12,0
1972,1,Comunicacao Social - Comun. e Editoracao,3303019700,Integral,Praia Vermelha,1,0
1972,1,Comunicacao Social - Hab. Rel. Public. e P&P,3303019800,,,26,0
1972,1,Comunicação Social - Jornalismo,3303010100,Integral,Praia Vermelha,13,0
1972,1,Comunicacao Visual,3202089800,,,1,0
1972,1,Comunicacao Visual,3202089800,Integral,Cidade Universitária,36,0
1972,1,Comunicacao Visual,3202089800,Integral,Praia Vermelha,1,0
1972,1,Desenho Industrial,3202089900,,,5,0
1972,1,Desenho Industrial,3202089900,Integral,Cidade Universitária,79,2
1972,1,Direito,3401010000,,,1,0
1972,1,Direito,3401010000,Integral,Cidade Universitária,1,0
1972,1,Direito,3401010000,Tarde,Faculdade de Direito,177,1
1972,1,Enfermagem e Obstetrícia (Básico),3504010000,Integral,Cidade Universitária,2,0
1972,1,Enfermagem e Obstetricia:Hab Enf. Obstetrica,3504019700,Integral,Cidade Universitária,2,0
1972,1,Enfermagem e Obstetricia:Hab Enfermeiro,3504019900,,,78,0
1972,1,Enfermagem e Obstetricia:Hab Enfermeiro,3504019900,Integral,Cidade Universitária,2,0
1972,1,Enfermagem e Obstetricia:Hab Enfermeiro,3504019900,Integral,Praia Vermelha,1,0
1972,1,Enfermagem e Obstetricia:Hab Saude Publica,3504019800,Integral,Cidade Universitária,1,0
1972,1,Enfermagem e Obstetricia:Hab Saude Publica,3504019800,Integral,Praia Vermelha,1,0
1972,1,Engenharia (Básico),3601010000,,,1,0
1972,1,Engenharia (Básico),3601010000,Integral,Cidade Universitária,66,0
1972,1,Engenharia Civil,3601010100,Integral,Cidade Universitária,130,0
