ano,periodo,Centro,Faculdade / Escola,curso,nivel,QTD-matriculados
2014,0,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Administração,Graduação,198
2014,1,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Administração,Graduação,770
2014,2,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Administração,Graduação,808
2014,3,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Administração,Graduação,1
2015,0,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Administração,Graduação,156
2015,1,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Administração,Graduação,817
2015,2,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Administração,Graduação,820
2016,0,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Administração,Graduação,124
2016,1,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Administração,Graduação,827
2016,2,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Administração,Graduação,795
2017,0,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Administração,Graduação,107
2017,1,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Administração,Graduação,830
2017,2,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Administração,Graduação,801
2018,0,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Administração,Graduação,104
2018,1,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Administração,Graduação,821
2018,2,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Administração,Graduação,808
2019,0,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Administração,Graduação,262
2019,1,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Administração,Graduação,795
2019,2,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Administração,Graduação,734
2020,0,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Administração,Graduação,9
2020,1,Centro de Ciências Jurídicas e Econômicas (CCJE),Faculdade de Administração e Ciências Contábeis (FACC),Administração,Graduação,32
2005,2,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos – EEFD,APROFUNDAMENTO EM DANÇA,Graduação,1
2006,0,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos – EEFD,APROFUNDAMENTO EM DANÇA,Graduação,1
2006,1,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos – EEFD,APROFUNDAMENTO EM DANÇA,Graduação,1
2006,2,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos – EEFD,APROFUNDAMENTO EM DANÇA,Graduação,1
2007,1,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos – EEFD,APROFUNDAMENTO EM DANÇA,Graduação,1
2007,2,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos – EEFD,APROFUNDAMENTO EM DANÇA,Graduação,1
2000,0,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos (EEFD),APROFUNDAMENTO EM DESPORTO,Graduação,1
2002,0,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos (EEFD),APROFUNDAMENTO EM DESPORTO,Graduação,3
2003,0,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos (EEFD),APROFUNDAMENTO EM DESPORTO,Graduação,3
2003,2,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos (EEFD),APROFUNDAMENTO EM DESPORTO,Graduação,226
2004,0,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos (EEFD),APROFUNDAMENTO EM DESPORTO,Graduação,10
2004,1,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos (EEFD),APROFUNDAMENTO EM DESPORTO,Graduação,355
2004,2,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos (EEFD),APROFUNDAMENTO EM DESPORTO,Graduação,374
2005,0,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos (EEFD),APROFUNDAMENTO EM DESPORTO,Graduação,5
2005,1,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos (EEFD),APROFUNDAMENTO EM DESPORTO,Graduação,126
2005,2,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos (EEFD),APROFUNDAMENTO EM DESPORTO,Graduação,41
2006,0,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos (EEFD),APROFUNDAMENTO EM DESPORTO,Graduação,2
2006,1,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos (EEFD),APROFUNDAMENTO EM DESPORTO,Graduação,14
2006,2,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos (EEFD),APROFUNDAMENTO EM DESPORTO,Graduação,8
1969,0,,,Licenciatura em Desenho e Plástica,Doutorado,2
2007,1,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos (EEFD),APROFUNDAMENTO EM DESPORTO,Graduação,3
2007,2,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos (EEFD),APROFUNDAMENTO EM DESPORTO,Graduação,3
2008,1,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos (EEFD),APROFUNDAMENTO EM DESPORTO,Graduação,2
2001,0,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos (EEFD),APROFUNDAMENTO EM RECREACAO E LAZER,Graduação,1
2003,0,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos (EEFD),APROFUNDAMENTO EM RECREACAO E LAZER,Graduação,1
2003,2,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos (EEFD),APROFUNDAMENTO EM RECREACAO E LAZER,Graduação,13
2004,0,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos (EEFD),APROFUNDAMENTO EM RECREACAO E LAZER,Graduação,1
2004,1,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos (EEFD),APROFUNDAMENTO EM RECREACAO E LAZER,Graduação,17
2004,2,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos (EEFD),APROFUNDAMENTO EM RECREACAO E LAZER,Graduação,15
2005,0,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos (EEFD),APROFUNDAMENTO EM RECREACAO E LAZER,Graduação,2
2005,1,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos (EEFD),APROFUNDAMENTO EM RECREACAO E LAZER,Graduação,15
2005,2,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos (EEFD),APROFUNDAMENTO EM RECREACAO E LAZER,Graduação,11
2006,0,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos (EEFD),APROFUNDAMENTO EM RECREACAO E LAZER,Graduação,2
2006,1,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos (EEFD),APROFUNDAMENTO EM RECREACAO E LAZER,Graduação,7
2006,2,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos (EEFD),APROFUNDAMENTO EM RECREACAO E LAZER,Graduação,6
2007,1,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos (EEFD),APROFUNDAMENTO EM RECREACAO E LAZER,Graduação,2
2008,1,Centro de Ciências da Saúde (CCS),Escola de Educação Física e Desportos (EEFD),APROFUNDAMENTO EM RECREACAO E LAZER,Graduação,1
1952,1,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,1
1952,2,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,1
1953,1,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,1
1953,2,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,1
1954,1,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,1
1954,2,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,1
1963,1,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,1
1963,2,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,1
1964,1,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,1
1964,2,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,1
1965,1,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,2
1965,2,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,1
1966,1,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,6
1966,2,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,3
1967,1,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,7
1967,2,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,6
1968,0,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,2
1968,1,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,6
1968,2,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,5
1969,1,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,16
1969,2,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,15
1970,1,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,42
1970,2,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,35
1971,0,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,8
1971,1,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,128
1971,2,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,203
1972,0,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,23
1972,1,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,312
1972,2,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,397
1972,3,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,1
1973,0,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,30
1973,1,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,492
1973,2,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,593
1973,3,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,49
1974,0,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,55
1974,1,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,701
1974,2,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,730
1974,3,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,20
1975,0,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,25
1975,1,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,827
1975,2,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,883
1975,3,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,7
1976,0,Centro de Letras e Artes (CLA),Faculdade de Arquitetura e Urbanismo (FAU),Arquitetura e Urbanismo,Graduação,61
